Year,Primary Age,Partner Age,Investment Strategy,Primary Job Status,Partner Career Stage,Starting Net Worth,Ending Net Worth,Net Worth Increase,Economic Gross Income,Taxes,Federal Tax Estimate,State/Local Tax Estimate,Payroll Tax Estimate,Investment/Rental Tax Drag,High Income Surcharge,Total Taxes,Taxes Before Child Credits,Taxes After Child Credits,Qualifying Children for CTC,Child Tax Credit Estimate,Dependent Care Credit Estimate,Total Child Tax Benefits,Personal Spending,Additional Decision Spending,Additional Spending Breakdown,Primary Job Salary + Bonus,Primary Job Retirement Match,Primary Job Work Factor,Partner Income,Primary Social Security Income,Partner Social Security Income,Total Social Security Income,Child Spending,Core Child Spending,Daycare Spending,Childcare Mode,Daycare Utilization %,Partner Stay-Home Daycare Savings,Au Pair Cost,Daycare Cost Avoided by Au Pair,Net Au Pair vs Daycare Cost,Au Pair Capacity Warning,Children Under 5,Partner Income Impact,Net Household Impact,Number of Children at Home,Number of Children Under 5,Number of Children 18–22,Child / Education Support Spending,Primary Student Loan Balance,Partner Student Loan Balance,Student Loan Payments,Student Loan Interest,Student Loan Forgiveness,Total Student Loan Debt,Existing Rental Cash Flow,New Rental Cash Flow,Total Rental Cash Flow,Gross Rental Income,Existing Portfolio Modeled Cash Flow,Existing Portfolio Cashflow Target,Existing Portfolio Cashflow Difference,Existing Portfolio Property Tax,Existing Portfolio Insurance,Existing Portfolio Other Operating Costs,Existing Portfolio Financing Calibration,Property Management Fee,Vacancy Loss,Maintenance Reserve,Rental Operations Drag,Job Hours / Month,Rental Management Hours / Month,Rental Admin Hours / Month,Outsourced Hours / Month,New House Acquisition Hours / Month,Estimated Hourly Value of Time,Primary Job Hourly Income Proxy,Rental Hourly Value Proxy,House Value Increase,Property Value Shock,Principal Paydown,VOO / Market Gains,Stock Market Shock,Tax Refund / Other,Cash Sources Before Tax/Spend,Surplus Cash After Tax/Spend,Cash Reserve,Cash Reserve Target,Cash Reserve Contribution,Pending Rental Purchase Cash,Rental Purchase Cash Used,Rental Purchase Cash Carried Forward,Cash Drawdown,VOO Drawdown,Unfunded Shortfall / New Consumer Debt,Extra Real Estate Debt Paydown,Surplus to VOO,Surplus to New Rentals,New Rental Property Value Purchased,New Rental Debt Added,Implied New Houses Added,Cumulative New Houses Added,Estimated Rental Property Count,VOO / Investment Balance,Modeled Equity Investment Balance,S&P 500 / Index Fund Balance,Bond Balance,HYSA Cash Balance,Non-Interest Cash Balance,Retirement Account Balance,Other Assets,Total Asset Buckets,Total Debts,Net Worth From Buckets,Existing Real Estate Value,New Rental Real Estate Value,Total Real Estate Value,Existing Real Estate Debt,New Rental Debt,Total Real Estate Debt,Real Estate Equity,Other Net Assets,Balance Sheet Net Worth,Balance Sheet Reconciliation Difference,Historical Reconciliation / Residual,Rental LTV,Debt-to-Income Proxy,Refinance Event,Refinance Gross Cash-Out,Refinance Debt Added,Refinance Cost,Refinance Net Proceeds,Refinance Proceeds to Cash Reserve,Refinance Proceeds to Debt,Refinance Proceeds to VOO,Refinance Proceeds to Rentals,Refinance Interest Drag,Partial Sale Event,Partial Sale Costs,Partial Sale Net Proceeds to VOO,Liquidation Event,Liquidation Gross Equity,Liquidation Gross Proceeds,Liquidation Costs,Liquidation Net Proceeds to VOO,Life Load Hours / Month,Dollar Basis Factor
2051,60,59,VOO/S&P 500,Working,Partner career,1790974.5899219532,1973217.2430539522,182242.65313199908,414419.1752178395,66705.25230526773,41909.05903995879,6984.843173326464,17811.350091982484,0.0,0.0,66705.25230526773,66705.25230526773,66705.25230526773,0.0,0.0,0.0,0.0,165471.26978057268,0.0,,161220.90058337463,7328.222753789756,1.0,71607.2051941742,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,71607.2051941742,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,196.96728860163472,77.51004835739165,0.0,0.0,0.0,0.0,174262.8466865007,0.0,0.0,232828.10577754883,651.5836917084234,22497.70674865463,41367.81744514317,651.5836917084234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924219.5363052976,1924219.5363052976,509231.17933925457,15703.334472406621,19993.772486155667,3000.0,796350.886839047,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,1973217.2430539522,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2052,61,60,VOO/S&P 500,Working,Partner career,1973217.2430539522,2173858.3973233453,200641.15426939307,439782.97201780876,68706.40987442578,43166.33081115755,7194.388468526259,18345.690594741962,0.0,0.0,68706.40987442578,68706.40987442578,68706.40987442578,0.0,0.0,0.0,0.0,170435.4078739899,0.0,,166057.52760087588,7548.06943640345,1.0,73755.42134999942,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,73755.42134999942,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,209.02232510352127,79.8353498081134,0.0,0.0,0.0,0.0,192421.95363052978,0.0,0.0,239812.94895087532,671.1312024596264,23168.837951114256,42608.851968497474,671.1312024596264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124189.559372231,2124189.559372231,560154.29727318,16174.43450657882,20793.523385601893,3000.0,875985.9755229517,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,2173858.3973233453,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2053,62,61,VOO/S&P 500,Working,Partner career,2173858.3973233453,2394743.129918597,220884.73259525187,467200.80487612,70767.60217065856,44461.320735492285,7410.220122582047,18896.06131258422,0.0,0.0,70767.60217065856,70767.60217065856,70767.60217065856,0.0,0.0,0.0,0.0,175548.4701102096,0.0,,171039.2534289022,7774.511519495553,1.0,75968.0839904994,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,75968.0839904994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,222.0536144848479,82.23041030235682,0.0,0.0,0.0,0.0,212418.9559372231,0.0,0.0,247007.3374194016,691.265138533432,23860.103089647688,43887.1175275524,691.265138533432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344383.0268289493,2344383.0268289493,616169.7270004981,16659.667541776187,21625.26432102597,3000.0,963584.573075247,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,2394743.129918597,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2054,63,62,VOO/S&P 500,Working,Partner career,2394743.129918597,2637901.182559262,243158.05264066486,496863.60708995897,72890.63023577831,45795.160357557055,7632.52672625951,19462.94315196175,0.0,0.0,72890.63023577831,72890.63023577831,72890.63023577831,0.0,0.0,0.0,0.0,180814.92421351586,0.0,,176170.43103176926,8007.74686508042,1.0,78247.1265102144,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,78247.1265102144,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,236.15190451043676,84.69732261142752,0.0,0.0,0.0,0.0,234438.30268289495,0.0,0.0,254417.55754198367,712.0030926894979,24572.106182337186,45203.731053378964,712.0030926894979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2586829.0763769248,2586829.0763769248,677786.699700548,17159.457568029473,22490.274893867012,3000.0,1059943.0303827717,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,2637901.182559262,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2055,64,63,VOO/S&P 500,Working,Partner career,2637901.182559262,2905565.4326534574,267664.25009419536,528980.9711769684,75077.34914285166,47169.01516828377,7861.502528047295,20046.831446520602,0.0,0.0,75077.34914285166,75077.34914285166,75077.34914285166,0.0,0.0,0.0,0.0,186239.37193992137,0.0,,181455.54396272232,8247.979271032833,1.0,80594.54030552083,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,80594.54030552083,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,251.41681139589753,87.23824228977035,0.0,0.0,0.0,0.0,258682.9076376925,0.0,0.0,262050.08426824317,733.363185470138,25305.469367807324,46559.84298498034,733.363185470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853759.96328565,2853759.96328565,745565.3696706027,17674.241295070355,23389.88588962169,3000.0,1165937.333421049,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,2905565.4326534574,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2056,65,64,VOO/S&P 500,Working,Partner career,2905565.4326534574,3200192.2117122207,294626.7790587633,563783.0017740194,77329.6696171372,48584.08562333227,8097.347603888712,20648.236389916216,0.0,0.0,77329.6696171372,77329.6696171372,77329.6696171372,0.0,0.0,0.0,0.0,191826.55309811898,0.0,,186899.21028160397,8495.418649163817,1.0,83012.37651468645,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,83012.37651468645,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,267.957700462937,89.85538955846344,0.0,0.0,0.0,0.0,285375.996328565,0.0,0.0,269911.5867962904,755.3640810342622,26060.833448841586,47956.638274529745,755.3640810342622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147631.378263379,3147631.378263379,820121.906637663,18204.468533922467,24325.48132520656,3000.0,1282531.066763154,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,3200192.2117122207,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2057,66,65,VOO/S&P 500,Working,Stay-at-home / income stopped,3200192.2117122207,3463477.445188137,263285.2334759161,516019.6056250286,55153.02245804992,34651.11358620937,5775.185597701563,14726.723274138985,0.0,0.0,55153.02245804992,55153.02245804992,55153.02245804992,0.0,0.0,0.0,0.0,197581.34969106255,0.0,,192506.1865900521,8750.281208638731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.33333333333334,0.0,2.0,0.0,0.0,245.25646655181967,92.55105124521735,0.0,0.0,0.0,0.0,314763.13782633794,0.0,0.0,192506.1865900521,0.0,26060.833448841586,49395.33742276564,0.0,0.0,0.0,0.0,0.0,60228.185559060366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410916.611739295,3410916.611739295,902134.0973014295,18750.60258994014,25298.500578214826,3000.0,1410784.1734394697,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,3463477.445188137,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,175.33333333333334,1.0
2058,67,66,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,3463477.445188137,3601060.3161802716,137582.8709921348,341091.6611739293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203508.7901817945,2.9103830456733704e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14212.15254891372,0.0,0.0,0.0,0.0,0.0,341091.6611739295,0.0,0.0,0.0,0.0,26060.833448841586,50877.197545448624,0.0,0.0,0.0,0.0,0.0,203508.7901817945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3548499.48273143,3548499.48273143,992347.5070315725,19313.120667638344,26310.440601343416,3000.0,1551862.5907834165,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,3601060.3161802716,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2059,68,67,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,3601060.3161802716,3746296.2105661663,145235.89438589476,354849.94827314303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209614.05388724827,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14785.414511380959,0.0,0.0,0.0,0.0,0.0,354849.94827314303,0.0,0.0,0.0,0.0,26060.833448841586,52403.51347181207,0.0,0.0,0.0,0.0,0.0,209614.05388724827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3693735.3771173246,3693735.3771173246,1091582.25773473,19892.514287667498,27362.858225397158,3000.0,1707048.8498617583,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,3746296.2105661663,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2060,69,68,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,3746296.2105661663,3899767.2727740332,153471.06220786693,369373.5377117327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215902.47550386577,2.9103830456733704e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15390.564071322195,0.0,0.0,0.0,0.0,0.0,369373.5377117325,0.0,0.0,0.0,0.0,26060.833448841586,53975.61887596644,0.0,0.0,0.0,0.0,0.0,215902.47550386577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847206.4393251915,3847206.4393251915,1200740.483508203,20489.28971629752,28457.372554413043,3000.0,1877753.7348479345,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,3899767.2727740332,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2061,70,69,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,3899767.2727740332,4062108.3669375707,162341.0941635375,384720.6439325192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222379.5497689817,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16030.026830521632,0.0,0.0,0.0,0.0,0.0,384720.6439325192,0.0,0.0,0.0,0.0,26060.833448841586,55594.887442245425,0.0,0.0,0.0,0.0,0.0,222379.5497689817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009547.533488729,4009547.533488729,1320814.5318590235,21103.968407786448,29595.667456589566,3000.0,2065529.1083327283,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,4062108.3669375707,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2062,71,70,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,4062108.3669375707,4234012.184024393,171903.8170868219,400954.7533488731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229050.93626205125,2.9103830456733704e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16706.448056203048,0.0,0.0,0.0,0.0,0.0,400954.75334887294,0.0,0.0,0.0,0.0,26060.833448841586,57262.73406551282,0.0,0.0,0.0,0.0,0.0,229050.93626205125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4181451.350575551,4181451.350575551,1452895.985044926,21737.087460020044,30779.49415485315,3000.0,2272082.019166001,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,4234012.184024393,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2063,72,71,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,4234012.184024393,4416234.854732035,182222.6707076421,418145.1350575548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235922.46434991274,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17422.71396073145,0.0,0.0,0.0,0.0,0.0,418145.1350575551,0.0,0.0,0.0,0.0,26060.833448841586,58980.616087478185,0.0,0.0,0.0,0.0,0.0,235922.46434991274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363674.0212831935,4363674.0212831935,1598185.5835494185,22389.200083820644,32010.673921047273,3000.0,2499290.221082601,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,4416234.854732035,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2064,73,72,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,4416234.854732035,4609602.118579944,193367.26384790894,436367.40212831914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243000.13828041017,2.9103830456733704e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18181.975088679963,0.0,0.0,0.0,0.0,0.0,436367.4021283194,0.0,0.0,0.0,0.0,26060.833448841586,60750.034570102536,0.0,0.0,0.0,0.0,0.0,243000.13828041017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557041.285131102,4557041.285131102,1758004.1419043606,23060.876086335265,33291.10087788916,3000.0,2749219.243190862,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,4609602.118579944,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2065,74,73,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,4609602.118579944,4815016.104664231,205413.98608428705,455704.1285131094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250290.14242882238,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18987.67202137956,0.0,0.0,0.0,0.0,0.0,455704.1285131103,0.0,0.0,0.0,0.0,26060.833448841586,62572.53560720559,0.0,0.0,0.0,0.0,0.0,250290.14242882238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762455.2712153895,4762455.2712153895,1933804.5560947969,23752.702368925322,34622.74491300474,3000.0,3024141.167509948,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,4815016.104664231,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2066,75,74,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,4815016.104664231,5033462.785084083,218446.68041985203,476245.5271215391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257798.8467016871,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19843.56363006413,0.0,0.0,0.0,0.0,0.0,476245.527121539,0.0,0.0,0.0,0.0,26060.833448841586,64449.711675421786,0.0,0.0,0.0,0.0,0.0,257798.8467016871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4980901.9516352415,4980901.9516352415,2127185.011704277,24465.283439993083,36007.654709524926,3000.0,3326555.2842609435,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,5033462.785084083,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2067,76,75,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,5033462.785084083,5266020.168144869,232557.38306078594,498090.19516352366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265532.8121027377,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20753.758131813487,0.0,0.0,0.0,0.0,0.0,498090.1951635242,0.0,0.0,0.0,0.0,26060.833448841586,66383.20302568443,0.0,0.0,0.0,0.0,0.0,265532.8121027377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5213459.334696027,5213459.334696027,2339903.5128747043,25199.241943192876,37447.96089790593,3000.0,3659210.812687038,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,5266020.168144869,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
